,cluster,high,mid,low,status_Gini,avg_status
0,-1.0,0.0,3.0,13.0,0.12828947368421054,1.1875
1,0.0,380.0,13969.0,589.0,0.03155389215345451,1.9860088365243005
2,1.0,0.0,176.0,3.0,0.008309072310960737,1.9832402234636872
3,2.0,0.0,9.0,0.0,0.0,2.0
4,3.0,0.0,177.0,55.0,0.10259463788887953,1.7629310344827587
5,4.0,0.0,69.0,13.0,0.07244387013406559,1.8414634146341464
6,5.0,0.0,43.0,10.0,0.0845125786163522,1.8113207547169812
7,6.0,6.0,3.0,0.0,0.08333333333333333,2.6666666666666665
8,7.0,0.0,5.0,0.0,0.0,2.0
9,8.0,0.0,8.0,0.0,0.0,2.0
10,9.0,0.0,5.0,0.0,0.0,2.0
11,10.0,0.0,6.0,1.0,0.06593406593406594,1.8571428571428572
12,11.0,0.0,15.0,4.0,0.09287925696594426,1.7894736842105263
13,12.0,0.0,10.0,1.0,0.04329004329004329,1.9090909090909092
14,13.0,0.0,8.0,0.0,0.0,2.0
15,14.0,0.0,15.0,4.0,0.09287925696594426,1.7894736842105263
16,15.0,0.0,34.0,13.0,0.11610191752035726,1.7234042553191489
17,16.0,0.0,2.0,4.0,0.16666666666666666,1.3333333333333333
18,17.0,0.0,20.0,0.0,0.0,2.0
19,18.0,0.0,10.0,0.0,0.0,2.0
20,19.0,0.0,0.0,4.0,0.0,1.0
