,label,building_area,total_households,total_status,num_buildings,index_right,cluster_area,Area_gini,Area_mean,building_density,high,mid,low,status_Gini,avg_status
48,48.0,59411,198,414,43,2580.0,8558413.620479558,0.10686063135946153,300.0555555555556,0.006941823874676321,0,180,18,0.04329004329004329,1.9090909090909092
49,49.0,47714,151,306,35,1050.0,5305209.1061442895,0.06093328710498286,315.9867549668874,0.00899380194924635,0,147,4,0.013067247433219254,1.9735099337748345
50,50.0,62716,202,412,30,1530.0,5080286.995036511,0.06812835040121143,310.4752475247525,0.01234497186109252,1,192,9,0.024227422742274227,1.9603960396039604
51,51.0,77367,225,445,27,0.0,4146072.054142241,0.07379614909026674,343.85333333333335,0.018660312457113352,5,220,0,0.010744810744810745,2.022222222222222
52,52.0,45808,143,286,19,1558.0,2458668.449022228,0.024564524717336444,320.3356643356643,0.01863122293622676,0,143,0,0.0,2.0
53,53.0,21955,78,168,22,1232.0,1514642.4913327747,0.16109291149145397,281.47435897435895,0.014495169735190251,0,66,12,0.07051282051282051,1.8461538461538463
54,54.0,37819,149,333,46,2806.0,8253580.852959125,0.22112034521194293,253.81879194630872,0.004582132370635334,0,114,35,0.10181948095031515,1.7651006711409396
55,55.0,18015,57,115,6,408.0,260205.55648559052,0.03359481134142601,316.05263157894734,0.0692337252259931,0,56,1,0.008694302126998912,1.9824561403508771
56,56.0,130237,219,324,117,4797.0,38471109.47006728,0.37181880886419116,594.689497716895,0.0033853195760140953,114,105,0,0.0990172721858249,2.5205479452054793
57,57.0,32970,105,217,19,1387.0,2496833.7000340633,0.08184092320580039,314.0,0.013204724046919986,0,98,7,0.03218390804597701,1.9333333333333333
58,58.0,41113,132,268,20,1580.0,4010994.730762292,0.05295678060983439,311.4621212121212,0.010250075794087729,0,128,4,0.014918414918414918,1.9696969696969697
59,59.0,34200,110,225,17,1139.0,1221578.7512187678,0.060909622541201476,310.90909090909093,0.02799655770524716,0,105,5,0.022198731501057084,1.9545454545454546
60,60.0,34790,111,228,26,182.0,3241261.476913006,0.08156636084201477,313.4234234234234,0.010733475298985806,0,105,6,0.026276276276276274,1.945945945945946
61,61.0,23665,103,238,69,897.0,11359192.99449861,0.3393291063161155,229.75728155339806,0.00208333461817765,0,71,32,0.12677156567347395,1.6893203883495145
62,62.0,34811,111,225,17,476.0,1640297.1147318748,0.04711982672972014,313.6126126126127,0.021222374707212877,0,108,3,0.013328396890040724,1.972972972972973
63,63.0,31997,105,218,20,1680.0,2475354.650549601,0.086791767680601,304.73333333333335,0.012926228568054171,0,97,8,0.036586515794436586,1.9238095238095239
64,64.0,26124,104,233,35,735.0,6173044.259328599,0.23416501772611095,251.19230769230774,0.0042319476262496995,0,79,25,0.1037725935266919,1.7596153846153846
65,65.0,24810,78,157,6,462.0,188955.5214339498,0.02127864074659721,318.0769230769231,0.13130074110415685,0,77,1,0.006368899917287014,1.9871794871794872
66,66.0,22410,82,177,22,858.0,1492055.708279386,0.16557503727647718,273.2926829268293,0.01501954643894821,0,69,13,0.07244387013406559,1.8414634146341464
67,67.0,20419,71,150,15,855.0,975248.9010366845,0.11783557015731687,287.59154929577466,0.02093721918404082,0,63,8,0.05297456380071474,1.8873239436619718
68,68.0,22081,83,183,26,1872.0,3537160.297505987,0.1984440638328869,266.03614457831327,0.006242578266969996,0,66,17,0.09072531737689012,1.7951807228915662
69,69.0,12175,43,92,15,1350.0,617615.3729086586,0.15384556611432118,283.13953488372096,0.0197129160543104,0,37,6,0.06453488372093023,1.8604651162790697
70,70.0,17429,68,151,25,2225.0,2284882.363249392,0.2200549793616454,256.30882352941177,0.0076279638200777026,0,53,15,0.09662129314535733,1.7794117647058822
71,71.0,15236,55,120,19,1178.0,1206091.9783438465,0.18950332943507006,277.0181818181818,0.01263253572162997,0,45,10,0.08181818181818182,1.8181818181818181
72,72.0,15418,50,103,12,1020.0,627747.0913412505,0.09050849656245945,308.36,0.0245608465776524,0,47,3,0.02907216494845361,1.94
73,73.0,14329,57,128,30,2340.0,2183613.6585924816,0.2629130226641347,251.3859649122807,0.006562058239384808,0,43,14,0.10561403508771931,1.7543859649122806
74,74.0,30605,97,197,17,1411.0,2310331.6067930297,0.053083772781551436,315.5154639175257,0.013247016103667814,0,94,3,0.015221028768823879,1.9690721649484537
75,75.0,54774,92,139,39,1677.0,4633146.830245985,0.35963349796237826,595.3695652173911,0.011822202491495811,45,47,0,0.10038921587241313,2.489130434782609
76,76.0,23816,77,157,19,1349.0,1708792.8744248282,0.0726097047057746,309.2987012987012,0.013937324035258724,0,74,3,0.019093489292164787,1.9610389610389611
77,77.0,70677,101,134,65,130.0,14803294.202261262,0.40231960290133184,699.7722772277227,0.0047744102788421115,68,33,0,0.08228822882288228,2.6732673267326734
78,78.0,12695,50,112,17,1479.0,1101991.9944786106,0.23887042142575818,253.9,0.01152004739018674,0,38,12,0.10363636363636364,1.76
79,79.0,10073,37,81,14,476.0,954156.1856384849,0.1968494852442038,272.2432432432432,0.010556971858081634,0,30,7,0.0847115772488907,1.8108108108108107
80,80.0,11613,40,84,14,1204.0,1083072.5387337601,0.1299276672694394,290.325,0.010722273517872562,0,36,4,0.04736842105263158,1.9
81,81.0,12830,43,90,11,693.0,1135653.3179467139,0.10125614022367635,298.3720930232558,0.011297461819771655,0,39,4,0.04424276800907544,1.9069767441860466
82,82.0,7787,43,106,30,1950.0,2151525.1530595715,0.43689990174441,181.09302325581396,0.0036192930344906794,0,23,20,0.1620859760394644,1.5348837209302326
83,83.0,11716,40,84,8,552.0,287889.4075869461,0.10345681119836121,292.9,0.04069618294817473,0,36,4,0.04736842105263158,1.9
84,84.0,7425,35,83,21,1911.0,2842123.2427059943,0.36663780663780665,212.14285714285714,0.0026124834730708703,0,22,13,0.14335839598997493,1.6285714285714286
85,85.0,11654,42,90,12,696.0,1256771.4188988975,0.15743419385945556,277.4761904761905,0.009272967084348948,0,36,6,0.06593406593406594,1.8571428571428572
86,86.0,12684,45,96,22,880.0,2892888.9567553448,0.18513262552997653,281.8666666666667,0.004384544374017845,0,39,6,0.0619047619047619,1.8666666666666667
87,87.0,9131,37,83,17,646.0,3843867.7528472585,0.26739026837592167,246.78378378378378,0.0023754719431323874,0,28,9,0.10478170478170477,1.7567567567567568
88,89.0,5577,18,38,5,320.0,158427.2300970111,0.11559380790150023,309.8333333333333,0.035202281808404956,0,16,2,0.05228758169934641,1.8888888888888888
89,91.0,821,6,16,5,465.0,33023.91754641357,0.5448639870077141,136.83333333333334,0.024860769436155568,0,2,4,0.16666666666666666,1.3333333333333333
90,92.0,3331,14,32,5,380.0,126788.03822065647,0.25569327100398853,237.92857142857142,0.0262721944967937,0,10,4,0.11904761904761905,1.7142857142857142
91,93.0,100,4,12,4,376.0,3968.2267976103385,0.0,25.0,0.025200172545636727,0,0,4,0.0,1.0
92,94.0,1084,8,21,6,354.0,264619.0132367155,0.5096863468634686,135.5,0.004096455453978681,0,3,5,0.17045454545454544,1.375
93,95.0,3973,20,48,10,880.0,851542.3966583917,0.36033224263780517,198.65,0.004665651429207494,0,12,8,0.15,1.6
94,98.0,4685,26,65,15,1380.0,1479460.3136808604,0.43531729743042447,180.19230769230768,0.003166695285217781,0,13,13,0.16666666666666666,1.5
