,label,building_area,total_households,total_status,num_buildings,index_right,cluster_area,Area_gini,building_density,high,mid,low,status_Gini,avg_status
66,66.0,60750,196,403,62,1178.0,6311417.911152206,0.10412396069538928,0.009625412364574277,0,185,11,0.027251057903476348,1.9438775510204083
67,67.0,81717,233,464,39,2184.0,3573054.229907658,0.13432288898654265,0.02287034977415159,8,219,6,0.028997468911631998,2.0085836909871246
68,68.0,87071,268,536,23,1449.0,1942421.0918203352,0.01647626049559487,0.044826016545362786,0,268,0,0.0,2.0
69,69.0,56388,175,352,32,384.0,2650103.793051614,0.03970794191266632,0.021277657180011355,0,173,2,0.005681444991789819,1.9885714285714287
70,70.0,50670,163,335,23,1886.0,2692556.968525776,0.06895756373793618,0.01881854333716948,0,154,9,0.026823556733951346,1.9447852760736197
71,71.0,40378,145,309,47,1974.0,13478485.829947345,0.16073262838589125,0.002995737096097666,0,126,19,0.06092378165160962,1.8689655172413793
72,72.0,62623,191,370,85,1360.0,11023876.596133992,0.13936744215133307,0.005680669540691476,15,173,3,0.04257580992372499,2.06282722513089
73,74.0,43080,137,280,30,180.0,4377922.204869586,0.07284495320198713,0.009840284496623053,0,131,6,0.021407560736463667,1.9562043795620438
74,75.0,22384,98,227,67,871.0,7819357.483996052,0.34468999358142116,0.0028626392955960296,0,67,31,0.12844774273345702,1.683673469387755
75,76.0,18450,57,115,9,828.0,725688.0543997061,0.03377549564969334,0.02542414731528406,0,56,1,0.008694302126998912,1.9824561403508771
76,77.0,33648,111,230,20,1720.0,1995731.9328233928,0.08467124399720691,0.0168599797631126,0,103,8,0.034688894501978616,1.927927927927928
77,78.0,28116,91,186,10,840.0,985556.0096962387,0.048902193268390445,0.028528059007692237,0,87,4,0.021484133843684406,1.956043956043956
78,79.0,84268,254,506,38,1064.0,3882608.5962575297,0.04700325246523184,0.021703964721354205,2,252,0,0.003890690134321445,2.0078740157480315
79,80.0,58052,200,423,44,3828.0,4255511.571401452,0.12319196582374423,0.013641603136537108,0,177,23,0.05399204244031831,1.885
80,81.0,71129,158,296,24,1368.0,2745957.254731457,0.27812437769066756,0.025903170880551857,23,132,3,0.06724683544303797,2.1265822784810124
81,82.0,18769,71,156,23,2185.0,2682454.192495451,0.20617304980718132,0.006996950796963826,0,57,14,0.0878080985915493,1.8028169014084507
82,83.0,72531,227,459,34,374.0,3181342.774275158,0.0406817391828267,0.02279886360768703,0,222,5,0.010890574257037175,1.9779735682819384
83,84.0,72750,225,461,46,2714.0,5036270.028737343,0.12657582283314242,0.014445214332210727,4,206,15,0.04084029359655784,1.951111111111111
84,85.0,58945,100,153,50,2650.0,6644193.408714339,0.36732683009585204,0.008871656252915422,47,53,0,0.10085020242914979,2.47
85,86.0,22997,93,211,41,2952.0,7886133.786238548,0.2685357276615323,0.002916131100911602,0,68,25,0.1135377011954852,1.7311827956989247
86,87.0,31524,100,201,18,1080.0,2278319.491124577,0.05732045425707398,0.013836514203914296,1,97,2,0.014824120603015075,1.99
87,88.0,80976,249,498,26,1716.0,2292418.6431468264,0.0217164349950682,0.03532339097052684,0,249,0,0.0,2.0
88,89.0,73817,198,378,30,1740.0,3228233.869282081,0.15202829601951756,0.02286606329931604,19,178,1,0.04389303664665984,2.090909090909091
89,90.0,19615,70,151,25,1025.0,2943406.5527446107,0.17486471723535196,0.006664047133315574,0,59,11,0.07187153931339979,1.8428571428571427
90,91.0,34433,117,245,36,1656.0,4675984.579953232,0.12374508552593529,0.007363796738684795,0,106,11,0.04468973975700434,1.9059829059829059
91,92.0,50155,156,313,35,1260.0,4240641.15139362,0.04389354539389431,0.011827220981317258,0,155,1,0.003194822326655124,1.9935897435897436
92,93.0,48610,150,300,13,481.0,646048.8103113953,0.014774189124322844,0.07524199290231647,0,150,0,0.0,2.0
93,94.0,95268,194,333,59,3068.0,6263864.58864682,0.30606516873289413,0.01520914104252383,55,139,0,0.08895534197482023,2.283505154639175
94,95.0,18664,71,157,23,1840.0,3264481.9469556957,0.20688921354962178,0.0057172930661801265,0,56,15,0.09315736941333037,1.7887323943661972
95,96.0,86103,264,528,21,525.0,1937111.5991631234,0.015776075447341255,0.044449168564784015,0,264,0,0.0,2.0
96,97.0,47427,152,308,20,780.0,1292135.6679531182,0.03865941341429987,0.036704350151659744,0,148,4,0.012982456140350878,1.9736842105263157
97,98.0,82287,267,548,50,900.0,8539811.818400456,0.07217208028045076,0.009635692419205172,0,253,14,0.025511380005762026,1.9475655430711611
98,99.0,25821,81,164,11,836.0,1086942.0725618296,0.04175661402982834,0.023755635789441943,0,79,2,0.01219135802469136,1.9753086419753085
